0 0.644594 0.436972 -1.19448
1 0.461679 1.10227 18.9998
2 0.485826 1.05844 0.187777
3 0.622871 0.524908 0.0204998
4 0.418311 1.16349 5.20756
5 0.530989 1.03696 -0.149069
6 0.538778 0.700826 0.0771198
7 0.590404 1.10346 -0.208547
8 0.594712 1.17124 -2.62532
9 0.644696 0.774257 -0.324642
10 0.566331 1.60811 2.57736
11 0.567734 0.784471 0.567133
12 0.552189 0.815176 1.74873
13 0.574822 0.691787 85.7917
14 0.370505 1.47514 -776.307
15 0.485697 1.70097 -1.84829
16 0.557436 1.08444 -0.690287
17 0.573286 1.25756 -2.28396
18 0.535384 0.826489 0.154742
19 0.343179 1.29743 -0.670107
20 0.526641 1.24156 1.01041
21 0.464491 1.70628 1.51427
22 0.63211 0.723721 -3.56404
23 0.565497 1.3395 1.41142
24 0.598525 0.757101 -0.329989
25 0.609698 1.13638 -1.86857
26 0.547818 1.37229 -1.66562
27 0.434656 0.734199 0.00631709
28 0.671399 0.574156 2.17444
29 0.528374 0.834614 0.848571
30 0.464456 1.05302 -0.883209
31 0.53373 1.37458 -254.263
32 0.483676 1.13622 -3.27387
33 0.650972 0.939888 -0.281929
34 0.453588 0.852305 -10.4415
35 0.33492 0.694592 -2.13046
36 0.529513 0.87687 2.68043
37 0.6154 1.27327 -0.571328
38 0.520162 0.965018 0.214453
39 0.571961 1.31062 3.5729
40 0.616311 1.50117 0.243506
41 0.359603 1.22977 -0.0523437
42 0.483491 0.764466 -0.323758
43 0.45774 0.61747 -0.00187888
44 0.444255 1.08069 1.19087
45 0.571664 0.791922 -1.16464
46 0.526669 0.769719 1.19038
47 0.634876 1.48314 -0.756634
48 0.51283 0.920532 -2.05758
49 0.315504 0.707595 0.378255
50 0.512928 0.697469 34.8214
51 0.490695 0.901265 0.851073
52 0.565761 0.867575 -2.56038
53 0.446061 1.03662 -2.11906
54 0.433333 0.647577 0.490513
55 0.451279 0.898642 -67.3504
56 0.442172 0.686753 -0.0494717
57 0.666628 0.956826 1.30172
58 0.526432 1.837 0.888713
59 0.427141 1.48678 1.89268
60 0.613218 0.924744 -1.09963
61 0.579265 0.920053 -1.90554
62 0.546142 0.821625 2.30403
63 0.563247 1.02162 0.73373
64 0.593216 1.27187 3.64305
65 0.465776 0.794319 0.592291
66 0.436166 1.22578 -0.0613718
67 0.508805 1.0428 -0.241288
68 0.502632 1.29646 -49.4586
69 0.453019 1.0461 -1.37817
70 0.521607 1.12225 2.1657
71 0.639989 1.24426 2.52186
72 0.445309 0.775265 4.32816
73 0.416274 0.527792 -24.7822
74 0.513049 1.67866 -12.4564
75 0.426878 0.79955 -0.366193
76 0.299433 0.985498 -0.704564
77 0.524386 1.29058 0.280482
78 0.434371 1.21322 1.69711
79 0.431862 0.499869 0.654039
80 0.503888 0.685363 0.0201748
81 0.509342 0.878342 0.599995
82 0.469656 1.05454 4.4814
83 0.670907 0.519226 1.1287
84 0.579382 0.633334 3.54981
85 0.442236 1.33292 2.07402
86 0.650997 0.614125 -0.401797
87 0.483911 0.518446 1.29138
88 0.524929 1.3507 -0.779122
89 0.321177 0.781588 -12.5328
90 0.489487 0.937503 0.557396
91 0.381157 0.908233 -0.890067
92 0.48048 1.07548 -0.0693968
93 0.440925 1.0452 3.0653
94 0.435446 0.817005 0.23487
95 0.507193 0.755095 2.5344
96 0.588616 0.893872 -0.976451
97 0.447865 1.00738 0.555095
98 0.727692 0.999361 -0.419628
99 0.551544 0.893694 -0.0890715
100 0.502775 0.370593 -2.6502
101 0.528766 1.0996 2.85813
102 0.679627 1.29214 -2.79169
103 0.510054 1.39391 0.078878
104 0.394403 0.782131 -0.410765
105 0.491453 0.780901 1.00933
106 0.713773 1.20139 -0.0966549
107 0.346648 1.87907 1.1718
108 0.562213 0.694097 0.724802
109 0.536548 1.32866 0.157679
110 0.695467 0.795259 -0.0229318
111 0.520452 0.584585 0.533941
112 0.536311 0.69966 -0.266467
113 0.370633 0.858146 -1.24372
114 0.467293 1.07547 -7.3832
115 0.437692 1.26951 3.56304
116 0.528859 0.483573 -3.92388
117 0.364021 0.862995 27.9416
118 0.42283 1.01346 -0.0580713
119 0.384301 0.886036 1.68605
120 0.379049 0.852111 0.482822
121 0.614655 0.765103 -0.505286
122 0.493066 1.39467 -1.07254
123 0.428831 0.980923 3.10757
124 0.47907 1.08879 1.92446
125 0.459921 0.625078 -0.48844
126 0.400661 0.641906 -0.124029
127 0.503722 0.928923 0.0453429
128 0.49226 0.914876 -2.42404
129 0.509252 1.05202 3.56825
130 0.652767 0.712566 -0.602839
131 0.636437 0.879572 3.53649
132 0.465397 1.36809 0.229227
133 0.59375 1.10103 -18.799
134 0.516631 1.0022 1.11875
135 0.483021 0.559489 0.0424686
136 0.411906 0.970544 -11.7037
137 0.498488 0.909873 -0.650525
138 0.315395 0.716892 -0.888885
139 0.500537 1.04136 -0.616259
140 0.457218 0.561838 0.733264
141 0.425216 1.05979 -1.43282
142 0.493581 0.697107 -1.62103
143 0.279068 0.595971 -0.100602
144 0.484538 1.04846 -3.90752
145 0.606648 1.58661 -0.971457
146 0.469457 0.655673 -0.71353
147 0.548914 1.09846 -0.602763
148 0.529329 0.784362 0.535092
149 0.649852 0.823927 -29.7502
150 0.488997 1.27216 1.28736
151 0.406716 0.992549 1.40257
152 0.611889 1.02648 -0.359485
153 0.629378 1.11012 0.496337
154 0.635247 1.18387 -0.326234
155 0.500817 2.20157 1.59025
156 0.474923 0.582354 -4.9504
157 0.397022 1.54781 -2.45893
158 0.576745 0.662579 2.18642
159 0.528753 0.880001 0.358645
160 0.449993 0.950668 -0.816596
161 0.553501 1.31663 -0.865682
162 0.546023 0.813492 -1.47508
163 0.488631 0.986243 -0.957187
164 0.593636 0.91908 -7.53363
165 0.57916 0.369331 -2.98961
166 0.448224 1.02333 8.65522
167 0.363832 1.37549 0.31731
168 0.42869 1.12244 -0.697457
169 0.600048 0.945777 -4.32811
170 0.572394 1.38531 3.0193
171 0.592249 0.887271 -2.04672
172 0.554507 0.786844 0.739562
173 0.538768 0.940879 -0.457531
174 0.313117 1.015 -0.843944
175 0.374684 0.863016 41.562
176 0.544159 0.353957 -0.198236
177 0.44523 1.1002 -8.78177
178 0.544655 0.89765 -5.05143
179 0.522305 1.07766 1.30911
180 0.457985 1.0492 0.649017
181 0.512302 0.724219 0.543939
182 0.397838 1.3143 0.465326
183 0.55287 0.880475 7.45562
184 0.438795 0.692324 -0.36857
185 0.559204 1.53929 0.369978
186 0.383326 1.07953 -1.23217
187 0.454831 0.926604 -0.966392
188 0.420269 0.904627 0.546614
189 0.527814 0.614718 -0.0285219
190 0.632774 0.67845 0.0695797
191 0.695206 0.973152 1.64148
192 0.419478 0.613784 -0.298114
193 0.412669 1.11258 -4.61505
194 0.478567 1.27975 9.32775
195 0.411323 0.700856 2.93046
196 0.477529 0.950409 3.04686
197 0.475784 0.773009 -30.5748
198 0.487383 1.35389 -2.28959
199 0.670902 1.27108 25.5661
200 0.377013 1.02067 -4.36511
201 0.636469 2.2844 7.46974
202 0.564659 0.873036 -1.55902
203 0.594557 0.736788 -0.175003
204 0.456758 1.19935 -1.14532
205 0.640307 0.947947 -0.829194
206 0.555158 1.81282 -1.12478
207 0.407383 0.788194 -0.0297106
208 0.456215 0.991478 0.883275
209 0.679539 1.03159 0.40112
210 0.41617 1.15238 -0.0962297
211 0.531977 0.67878 -0.260554
212 0.484231 1.35656 -0.577307
213 0.550408 1.31179 -0.366164
214 0.608477 1.23317 -0.505653
215 0.576637 1.40746 -0.351181
216 0.387862 1.04483 1.4849
217 0.595688 1.00599 0.48715
218 0.547914 1.38388 0.255241
219 0.544821 0.719897 17.0834
220 0.40175 0.798563 -0.121526
221 0.708936 0.543238 -0.437954
222 0.536277 0.849772 0.507347
223 0.442872 0.975561 -4.05252
224 0.430423 0.658844 -29.2879
225 0.499865 0.920316 -2.71094
226 0.53129 1.06001 -0.681752
227 0.352575 1.14961 -8.39928
228 0.6351 0.65241 -1.23131
229 0.479148 0.679391 -28.0702
230 0.245503 0.92085 -0.514741
231 0.436145 1.18748 2.86954
232 0.381217 1.26194 1.49352
233 0.669723 1.25468 -0.0301726
234 0.645018 1.21824 -0.409057
235 0.638776 1.03559 -0.177815
236 0.608328 0.931216 -5.74782
237 0.456719 0.711886 -1.49456
238 0.450229 0.921581 0.224471
239 0.545539 0.537709 -0.34242
240 0.403357 0.983007 0.426831
241 0.528432 0.905886 3.71941
242 0.558804 0.627048 -1.10976
243 0.445558 0.989774 3.23729
244 0.421703 0.706366 -0.575022
245 0.527624 0.825195 1.25156
246 0.490314 0.608646 -1.24819
247 0.479384 1.69999 0.0323027
248 0.676571 0.511871 -0.63712
249 0.529868 0.984724 -0.690382
250 0.503911 0.8154 -0.161233
251 0.83075 0.677386 0.897804
252 0.51042 0.866401 -2.04468
253 0.509936 1.20275 -8.32661
254 0.314437 0.655442 2.94542
255 0.41891 1.08808 -0.23015
256 0.416685 1.31767 1.03836
257 0.477441 0.888519 0.0998764
258 0.515067 1.08105 1.7425
259 0.612764 1.25683 1.39117
260 0.475327 0.491158 0.044433
