0 0.457433 0.931705 -1.42854
1 0.465856 0.959476 0.949143
2 0.537476 1.05478 -2.05557
3 0.502621 1.08945 -1.42824
4 0.542789 1.09697 0.570799
5 0.480991 0.885859 -2.07216
6 0.507119 0.880416 2.07158
7 0.500775 0.811661 -0.179059
8 0.481203 1.03176 -0.0192093
9 0.481173 1.10767 -0.738781
10 0.503827 1.02256 -4.42576
11 0.499518 1.1075 0.930623
12 0.466839 0.919348 3.05737
13 0.466969 1.13298 9.44958
14 0.500396 1.1961 0.421152
15 0.532721 0.866081 -2.88076
16 0.507001 0.915336 1.50331
17 0.537203 1.06702 1.46949
18 0.491384 0.951714 -6.53432
19 0.558995 1.04639 8.03573
20 0.465946 1.0341 -0.318443
21 0.571476 1.13366 0.455066
22 0.502578 0.990931 0.946737
23 0.4791 1.06104 2.25862
24 0.545249 1.07025 -0.209573
25 0.494146 0.967962 0.0969436
26 0.520853 1.09204 -4.08529
27 0.499234 1.03459 -0.335256
28 0.501415 1.05607 3.41908e-06
29 0.469534 0.900717 0.601921
30 0.503667 1.14047 21.7297
31 0.488487 0.994171 0.63435
32 0.488769 1.2278 -1.33272
33 0.467907 0.885277 0.702205
34 0.479957 1.10845 -8.62478
35 0.535789 0.949357 0.413386
36 0.495777 0.979651 0.494394
37 0.438564 1.07743 -4.37144
38 0.454063 0.985954 -0.0805617
39 0.46968 0.935786 -1.50661
40 0.541901 1.06151 -0.770236
41 0.568499 0.967873 -1.56311
42 0.486394 1.01495 -1.03603
43 0.527563 1.06976 -0.00242634
44 0.50351 0.981949 2.55893
45 0.453346 0.889217 -0.372725
46 0.451183 0.932332 -0.46654
47 0.526911 0.98774 -1.53709
48 0.482333 1.0539 0.489798
49 0.544912 1.02497 -1.07525
50 0.522742 0.999554 1.52921
51 0.508666 0.945274 -0.563227
52 0.497048 1.04409 -0.452453
53 0.522394 1.14549 0.424481
54 0.464421 1.03233 2.98601
55 0.524783 1.06846 1.07405
56 0.473894 1.12875 -0.615267
57 0.480612 0.951794 -0.435555
58 0.483853 0.945386 3.67363
59 0.492198 1.47405 -1.46126
60 0.479408 0.988499 -0.336689
61 0.45903 0.977352 -0.390927
