0 90.62
1 105.2
2 92.66
3 93.18
4 95.08
5 109.28
6 98.4
7 97.24
8 108.34
9 105.24
10 105.74
11 96.4
12 68.24
13 102.6
14 91.52
15 65.38
16 112.2
17 118.76
18 109.4
19 101.96
20 93.8
21 84.04
22 80.82
23 86.5
24 95.7
25 108.66
26 82.68
27 107.58
28 92.1
29 93.24
30 102.6
31 85.96
32 104.62
33 108.14
34 100.62
35 128.1
36 71.88
37 86
38 79.04
39 118.24
40 88.36
41 114.94
42 104.88
43 100.52
44 108.58
45 114.32
46 94.5
47 108.46
48 101.1
49 119.42
50 98.58
51 118.22
52 93.92
53 111.18
54 107.26
55 106.16
56 81.96
57 93.3
58 91.5
59 80.94
60 109.38
61 90.02
62 107.46
63 106
64 107.54
65 86.58
66 54.02
67 91.24
68 76.82
69 98.42
70 113.54
71 104.16
72 104.94
73 86
74 94.44
75 118.12
76 91.14
77 100.12
78 93.48
79 87.16
80 89.46
81 96.2
82 78.38
83 119.12
84 105.22
85 102.3
86 103.74
87 113.1
88 92.42
89 107.66
90 103.22
91 97.36
92 93.68
93 120.18
94 124
95 135.1
96 100.68
97 116.44
98 117.66
99 90.64
