0 93.538
1 94.648
2 104.96
3 94.414
4 125.516
5 90.058
6 78.668
7 105.828
8 102.434
9 104.438
10 90.34
11 97.476
12 90.002
13 101.692
14 85.788
15 118.218
16 93.44
17 102.264
18 78.958
19 110.932
20 95.63
21 124.244
22 74.974
23 88.352
24 80.504
25 119.864
26 92.972
27 96.276
28 87.202
29 101.922
30 107.762
31 118.548
32 100.148
33 125.206
34 79.068
35 98.298
36 117.004
37 89.312
38 93.09
39 106.992
40 87.472
41 96.428
42 89.186
43 110.194
44 105.842
45 108.098
46 120.15
47 99.946
48 87.37
49 104.378
50 97.936
51 94.502
52 87.398
53 75.11
54 71.264
55 97.464
56 106.96
57 108.858
58 110.628
59 92.124
60 98.358
61 86.554
62 90.922
63 86.816
64 86.788
65 98.398
66 89.198
67 104.852
68 90.492
69 85.03
70 82.364
71 97.298
72 92.984
73 108.326
74 87.71
75 104.888
76 105.832
77 92.222
78 90.748
79 90.424
80 74.45
81 96.502
82 106.612
83 97.35
84 107.816
85 112.914
86 126.376
87 101.006
88 86.12
89 123.53
90 90.744
91 106.166
92 81.398
93 105.998
94 87.924
95 92.952
96 92.076
97 120.182
98 100.122
99 123.618
