0.312592 0.183902
0.332205 0.102133
0.406726 0.109466
0.395998 0.0358957
0.0466981 0.166482
0.103172 0.287797
0.143634 0.483216
0.130473 0.549659
0.102959 0.576589
0.129351 0.700403
0.137811 0.765593
0.0615489 0.860815
0.621028 0.907523
0.603776 0.767375
0.635071 0.741209
0.768618 0.811157
0.797244 0.844441
0.988237 0.745243
0.66677 0.569258
0.866987 0.418203
0.910634 0.174557
0.726377 0.320041
0.516949 0.335159
0.447744 0.318948
0.347075 0.338456
0.33797 0.359985
0.339472 0.366406
0.383882 0.441467
0.446079 0.477884
0.352013 0.57319
0.291917 0.566516
0.275098 0.450287
0.223668 0.310523
0.250606 0.252653
